"date","region","h1n1_seq"
2016-12-22,"Americas",21
2016-12-22,"Asia",10
2016-12-22,"Europe",1
2016-12-29,"Americas",20
2016-12-29,"Asia",10
2016-12-29,"Europe",5
2017-01-05,"Americas",29
2017-01-05,"Asia",36
2017-01-05,"Europe",15
2017-01-05,"Oceania",1
2017-01-12,"Americas",26
2017-01-12,"Asia",27
2017-01-12,"Europe",6
2017-01-12,"Oceania",2
2017-01-19,"Americas",39
2017-01-19,"Asia",21
2017-01-19,"Europe",11
2017-01-19,"Oceania",3
2017-01-26,"Africa",1
2017-01-26,"Americas",33
2017-01-26,"Asia",16
2017-01-26,"Europe",33
2017-01-26,"Oceania",1
2017-02-02,"Africa",1
2017-02-02,"Americas",36
2017-02-02,"Asia",12
2017-02-02,"Europe",18
2017-02-09,"Africa",1
2017-02-09,"Americas",38
2017-02-09,"Asia",21
2017-02-09,"Europe",7
2017-02-16,"Africa",1
2017-02-16,"Americas",27
2017-02-16,"Asia",13
2017-02-16,"Europe",8
2017-02-23,"Americas",25
2017-02-23,"Asia",10
2017-02-23,"Europe",7
2017-03-02,"Africa",4
2017-03-02,"Americas",25
2017-03-02,"Asia",24
2017-03-02,"Europe",1
2017-03-09,"Americas",22
2017-03-09,"Asia",19
2017-03-09,"Europe",1
2017-03-16,"Africa",5
2017-03-16,"Americas",13
2017-03-16,"Asia",30
2017-03-16,"Oceania",1
2017-03-23,"Africa",3
2017-03-23,"Americas",15
2017-03-23,"Asia",23
2017-03-23,"Europe",3
2017-03-23,"Oceania",1
2017-03-30,"Africa",13
2017-03-30,"Americas",14
2017-03-30,"Asia",27
2017-04-06,"Africa",9
2017-04-06,"Americas",15
2017-04-06,"Asia",16
2017-04-06,"Europe",5
2017-04-06,"Oceania",2
2017-04-13,"Africa",5
2017-04-13,"Americas",2
2017-04-13,"Asia",17
2017-04-13,"Europe",1
2017-04-20,"Africa",14
2017-04-20,"Americas",10
2017-04-20,"Asia",21
2017-04-20,"Europe",1
2017-04-27,"Africa",11
2017-04-27,"Americas",6
2017-04-27,"Asia",22
2017-04-27,"Europe",1
2017-04-27,"Oceania",2
2017-05-04,"Africa",10
2017-05-04,"Americas",6
2017-05-04,"Asia",22
2017-05-04,"Europe",6
2017-05-04,"Oceania",1
2017-05-11,"Africa",7
2017-05-11,"Americas",10
2017-05-11,"Asia",36
2017-05-11,"Oceania",3
2017-05-18,"Africa",3
2017-05-18,"Americas",7
2017-05-18,"Asia",40
2017-05-18,"Europe",3
2017-05-18,"Oceania",2
2017-05-25,"Africa",7
2017-05-25,"Americas",4
2017-05-25,"Asia",41
2017-05-25,"Europe",2
2017-05-25,"Oceania",3
2017-06-01,"Africa",4
2017-06-01,"Americas",4
2017-06-01,"Asia",11
2017-06-01,"Europe",2
2017-06-01,"Oceania",7
2017-06-08,"Africa",11
2017-06-08,"Americas",5
2017-06-08,"Asia",28
2017-06-08,"Oceania",6
2017-06-15,"Africa",10
2017-06-15,"Americas",5
2017-06-15,"Asia",43
2017-06-15,"Europe",1
2017-06-15,"Oceania",5
2017-06-22,"Africa",5
2017-06-22,"Americas",3
2017-06-22,"Asia",30
2017-06-22,"Oceania",5
2017-06-29,"Africa",3
2017-06-29,"Americas",4
2017-06-29,"Asia",12
2017-06-29,"Oceania",6
2017-07-06,"Africa",5
2017-07-06,"Americas",5
2017-07-06,"Asia",15
2017-07-06,"Europe",1
2017-07-06,"Oceania",11
2017-07-13,"Africa",6
2017-07-13,"Americas",3
2017-07-13,"Asia",10
2017-07-13,"Europe",2
2017-07-13,"Oceania",3
2017-07-20,"Africa",7
2017-07-20,"Americas",5
2017-07-20,"Asia",14
2017-07-20,"Europe",4
2017-07-20,"Oceania",9
2017-07-27,"Africa",6
2017-07-27,"Americas",4
2017-07-27,"Asia",16
2017-07-27,"Europe",1
2017-07-27,"Oceania",6
2017-08-03,"Africa",4
2017-08-03,"Americas",5
2017-08-03,"Asia",19
2017-08-03,"Europe",3
2017-08-03,"Oceania",9
2017-08-10,"Americas",5
2017-08-10,"Asia",27
2017-08-10,"Europe",8
2017-08-10,"Oceania",7
2017-08-17,"Africa",7
2017-08-17,"Americas",4
2017-08-17,"Asia",19
2017-08-17,"Europe",5
2017-08-17,"Oceania",6
2017-08-24,"Africa",1
2017-08-24,"Americas",7
2017-08-24,"Asia",13
2017-08-24,"Europe",1
2017-08-24,"Oceania",11
2017-08-31,"Africa",2
2017-08-31,"Americas",9
2017-08-31,"Asia",22
2017-08-31,"Europe",2
2017-08-31,"Oceania",6
2017-09-07,"Africa",3
2017-09-07,"Americas",11
2017-09-07,"Asia",39
2017-09-07,"Europe",3
2017-09-07,"Oceania",8
2017-09-14,"Africa",4
2017-09-14,"Americas",4
2017-09-14,"Asia",25
2017-09-14,"Europe",2
2017-09-14,"Oceania",3
2017-09-21,"Africa",12
2017-09-21,"Americas",3
2017-09-21,"Asia",12
2017-09-21,"Europe",3
2017-09-21,"Oceania",2
2017-09-28,"Africa",12
2017-09-28,"Americas",6
2017-09-28,"Asia",19
2017-09-28,"Europe",3
2017-09-28,"Oceania",4
2017-10-05,"Africa",19
2017-10-05,"Americas",9
2017-10-05,"Asia",28
2017-10-05,"Europe",8
2017-10-05,"Oceania",3
2017-10-12,"Africa",11
2017-10-12,"Americas",9
2017-10-12,"Asia",34
2017-10-12,"Europe",4
2017-10-12,"Oceania",2
2017-10-19,"Africa",10
2017-10-19,"Americas",7
2017-10-19,"Asia",31
2017-10-19,"Europe",5
2017-10-19,"Oceania",2
2017-10-26,"Africa",11
2017-10-26,"Americas",17
2017-10-26,"Asia",36
2017-10-26,"Europe",7
2017-10-26,"Oceania",1
2017-11-02,"Africa",24
2017-11-02,"Americas",16
2017-11-02,"Asia",31
2017-11-02,"Europe",3
2017-11-09,"Africa",8
2017-11-09,"Americas",21
2017-11-09,"Asia",33
2017-11-09,"Europe",15
2017-11-09,"Oceania",1
2017-11-16,"Africa",7
2017-11-16,"Americas",20
2017-11-16,"Asia",27
2017-11-16,"Europe",14
2017-11-23,"Africa",7
2017-11-23,"Americas",21
2017-11-23,"Asia",25
2017-11-23,"Europe",18
2017-11-23,"Oceania",1
2017-11-30,"Africa",19
2017-11-30,"Americas",28
2017-11-30,"Asia",40
2017-11-30,"Europe",27
2017-11-30,"Oceania",2
2017-12-07,"Africa",24
2017-12-07,"Americas",36
2017-12-07,"Asia",55
2017-12-07,"Europe",28
2017-12-14,"Africa",22
2017-12-14,"Americas",62
2017-12-14,"Asia",60
2017-12-14,"Europe",74
2017-12-14,"Oceania",2
2017-12-21,"Africa",16
2017-12-21,"Americas",57
2017-12-21,"Asia",71
2017-12-21,"Europe",106
2017-12-28,"Africa",10
2017-12-28,"Americas",74
2017-12-28,"Asia",51
2017-12-28,"Europe",97
2017-12-28,"Oceania",3
2018-01-04,"Africa",6
2018-01-04,"Americas",78
2018-01-04,"Asia",71
2018-01-04,"Europe",101
2018-01-04,"Oceania",4
2018-01-11,"Africa",14
2018-01-11,"Americas",114
2018-01-11,"Asia",83
2018-01-11,"Europe",114
2018-01-18,"Africa",6
2018-01-18,"Americas",114
2018-01-18,"Asia",77
2018-01-18,"Europe",109
2018-01-25,"Africa",9
2018-01-25,"Americas",113
2018-01-25,"Asia",61
2018-01-25,"Europe",134
2018-01-25,"Oceania",2
2018-02-01,"Africa",15
2018-02-01,"Americas",126
2018-02-01,"Asia",56
2018-02-01,"Europe",92
2018-02-01,"Oceania",2
2018-02-08,"Africa",21
2018-02-08,"Americas",93
2018-02-08,"Asia",89
2018-02-08,"Europe",101
2018-02-08,"Oceania",3
2018-02-15,"Africa",9
2018-02-15,"Americas",85
2018-02-15,"Asia",36
2018-02-15,"Europe",111
2018-02-15,"Oceania",5
2018-02-22,"Africa",17
2018-02-22,"Americas",79
2018-02-22,"Asia",59
2018-02-22,"Europe",90
2018-02-22,"Oceania",1
2018-03-01,"Africa",18
2018-03-01,"Americas",80
2018-03-01,"Asia",32
2018-03-01,"Europe",85
2018-03-08,"Africa",23
2018-03-08,"Americas",80
2018-03-08,"Asia",58
2018-03-08,"Europe",84
2018-03-08,"Oceania",1
2018-03-15,"Africa",18
2018-03-15,"Americas",96
2018-03-15,"Asia",37
2018-03-15,"Europe",97
2018-03-15,"Oceania",4
2018-03-22,"Africa",13
2018-03-22,"Americas",54
2018-03-22,"Asia",23
2018-03-22,"Europe",68
2018-03-22,"Oceania",7
2018-03-29,"Africa",5
2018-03-29,"Americas",42
2018-03-29,"Asia",14
2018-03-29,"Europe",52
2018-03-29,"Oceania",5
2018-04-05,"Africa",16
2018-04-05,"Americas",59
2018-04-05,"Asia",27
2018-04-05,"Europe",44
2018-04-05,"Oceania",6
2018-04-12,"Africa",16
2018-04-12,"Americas",66
2018-04-12,"Asia",37
2018-04-12,"Europe",28
2018-04-12,"Oceania",4
2018-04-19,"Africa",13
2018-04-19,"Americas",59
2018-04-19,"Asia",8
2018-04-19,"Europe",23
2018-04-19,"Oceania",2
2018-04-26,"Africa",15
2018-04-26,"Americas",38
2018-04-26,"Asia",13
2018-04-26,"Europe",7
2018-04-26,"Oceania",1
2018-05-03,"Africa",14
2018-05-03,"Americas",38
2018-05-03,"Asia",33
2018-05-03,"Europe",8
2018-05-03,"Oceania",1
2018-05-10,"Africa",9
2018-05-10,"Americas",28
2018-05-10,"Asia",26
2018-05-10,"Europe",6
2018-05-10,"Oceania",1
2018-05-17,"Africa",7
2018-05-17,"Americas",26
2018-05-17,"Asia",33
2018-05-17,"Europe",2
2018-05-17,"Oceania",5
2018-05-24,"Africa",17
2018-05-24,"Americas",42
2018-05-24,"Asia",24
2018-05-24,"Europe",3
2018-05-24,"Oceania",2
2018-05-31,"Africa",18
2018-05-31,"Americas",36
2018-05-31,"Asia",22
2018-05-31,"Oceania",2
2018-06-07,"Africa",19
2018-06-07,"Americas",71
2018-06-07,"Asia",27
2018-06-07,"Oceania",6
2018-06-14,"Africa",19
2018-06-14,"Americas",36
2018-06-14,"Asia",46
2018-06-14,"Oceania",6
2018-06-21,"Africa",22
2018-06-21,"Americas",28
2018-06-21,"Asia",30
2018-06-21,"Oceania",13
2018-06-28,"Africa",14
2018-06-28,"Americas",43
2018-06-28,"Asia",22
2018-06-28,"Europe",1
2018-06-28,"Oceania",10
2018-07-05,"Africa",19
2018-07-05,"Americas",38
2018-07-05,"Asia",20
2018-07-05,"Oceania",16
2018-07-12,"Africa",12
2018-07-12,"Americas",51
2018-07-12,"Asia",22
2018-07-12,"Europe",1
2018-07-12,"Oceania",20
2018-07-19,"Africa",19
2018-07-19,"Americas",44
2018-07-19,"Asia",34
2018-07-19,"Oceania",21
2018-07-26,"Africa",9
2018-07-26,"Americas",27
2018-07-26,"Asia",24
2018-07-26,"Europe",2
2018-07-26,"Oceania",11
2018-08-02,"Africa",24
2018-08-02,"Americas",23
2018-08-02,"Asia",26
2018-08-02,"Europe",3
2018-08-02,"Oceania",12
2018-08-09,"Africa",3
2018-08-09,"Americas",33
2018-08-09,"Asia",36
2018-08-09,"Europe",1
2018-08-09,"Oceania",12
2018-08-16,"Africa",3
2018-08-16,"Americas",18
2018-08-16,"Asia",27
2018-08-16,"Europe",1
2018-08-16,"Oceania",10
2018-08-23,"Africa",1
2018-08-23,"Americas",31
2018-08-23,"Asia",29
2018-08-23,"Oceania",2
2018-08-30,"Africa",2
2018-08-30,"Americas",27
2018-08-30,"Asia",22
2018-08-30,"Europe",1
2018-08-30,"Oceania",8
2018-09-06,"Africa",3
2018-09-06,"Americas",30
2018-09-06,"Asia",53
2018-09-06,"Europe",4
2018-09-06,"Oceania",5
2018-09-13,"Africa",5
2018-09-13,"Americas",27
2018-09-13,"Asia",34
2018-09-13,"Europe",4
2018-09-13,"Oceania",5
2018-09-20,"Africa",4
2018-09-20,"Americas",26
2018-09-20,"Asia",27
2018-09-20,"Europe",1
2018-09-20,"Oceania",3
2018-09-27,"Africa",4
2018-09-27,"Americas",26
2018-09-27,"Asia",29
2018-09-27,"Europe",4
2018-09-27,"Oceania",6
2018-10-04,"Africa",6
2018-10-04,"Americas",37
2018-10-04,"Asia",37
2018-10-04,"Europe",6
2018-10-04,"Oceania",11
2018-10-11,"Africa",1
2018-10-11,"Americas",37
2018-10-11,"Asia",46
2018-10-11,"Europe",7
2018-10-11,"Oceania",6
2018-10-18,"Americas",29
2018-10-18,"Asia",30
2018-10-18,"Europe",10
2018-10-18,"Oceania",6
2018-10-25,"Africa",4
2018-10-25,"Americas",59
2018-10-25,"Asia",42
2018-10-25,"Europe",20
2018-10-25,"Oceania",8
2018-11-01,"Africa",6
2018-11-01,"Americas",54
2018-11-01,"Asia",54
2018-11-01,"Europe",38
2018-11-01,"Oceania",7
2018-11-08,"Africa",11
2018-11-08,"Americas",69
2018-11-08,"Asia",78
2018-11-08,"Europe",31
2018-11-08,"Oceania",8
2018-11-15,"Africa",4
2018-11-15,"Americas",114
2018-11-15,"Asia",51
2018-11-15,"Europe",52
2018-11-15,"Oceania",20
2018-11-22,"Africa",1
2018-11-22,"Americas",92
2018-11-22,"Asia",85
2018-11-22,"Europe",42
2018-11-22,"Oceania",53
2018-11-29,"Africa",6
2018-11-29,"Americas",131
2018-11-29,"Asia",45
2018-11-29,"Europe",72
2018-11-29,"Oceania",14
2018-12-06,"Americas",135
2018-12-06,"Asia",81
2018-12-06,"Europe",107
2018-12-06,"Oceania",14
2018-12-13,"Africa",5
2018-12-13,"Americas",166
2018-12-13,"Asia",86
2018-12-13,"Europe",115
2018-12-13,"Oceania",10
2018-12-20,"Americas",237
2018-12-20,"Asia",114
2018-12-20,"Europe",146
2018-12-20,"Oceania",4
2018-12-27,"Africa",1
2018-12-27,"Americas",206
2018-12-27,"Asia",120
2018-12-27,"Europe",202
2018-12-27,"Oceania",5
2019-01-03,"Africa",6
2019-01-03,"Americas",231
2019-01-03,"Asia",115
2019-01-03,"Europe",259
2019-01-03,"Oceania",6
2019-01-10,"Africa",10
2019-01-10,"Americas",270
2019-01-10,"Asia",124
2019-01-10,"Europe",283
2019-01-10,"Oceania",5
2019-01-17,"Africa",16
2019-01-17,"Americas",264
2019-01-17,"Asia",132
2019-01-17,"Europe",290
2019-01-17,"Oceania",9
2019-01-24,"Africa",6
2019-01-24,"Americas",316
2019-01-24,"Asia",101
2019-01-24,"Europe",320
2019-01-24,"Oceania",4
2019-01-31,"Africa",7
2019-01-31,"Americas",425
2019-01-31,"Asia",75
2019-01-31,"Europe",274
2019-01-31,"Oceania",11
2019-02-07,"Africa",20
2019-02-07,"Americas",288
2019-02-07,"Asia",58
2019-02-07,"Europe",273
2019-02-07,"Oceania",7
2019-02-14,"Africa",15
2019-02-14,"Americas",238
2019-02-14,"Asia",64
2019-02-14,"Europe",215
2019-02-14,"Oceania",14
2019-02-21,"Africa",3
2019-02-21,"Americas",208
2019-02-21,"Asia",50
2019-02-21,"Europe",178
2019-02-21,"Oceania",10
2019-02-28,"Africa",5
2019-02-28,"Americas",207
2019-02-28,"Asia",32
2019-02-28,"Europe",139
2019-02-28,"Oceania",22
2019-03-07,"Africa",1
2019-03-07,"Americas",221
2019-03-07,"Asia",42
2019-03-07,"Europe",144
2019-03-07,"Oceania",30
2019-03-14,"Africa",4
2019-03-14,"Americas",214
2019-03-14,"Asia",46
2019-03-14,"Europe",86
2019-03-14,"Oceania",27
2019-03-21,"Africa",2
2019-03-21,"Americas",176
2019-03-21,"Asia",31
2019-03-21,"Europe",74
2019-03-21,"Oceania",27
2019-03-28,"Americas",137
2019-03-28,"Asia",23
2019-03-28,"Europe",40
2019-03-28,"Oceania",12
2019-04-04,"Africa",2
2019-04-04,"Americas",118
2019-04-04,"Asia",30
2019-04-04,"Europe",31
2019-04-04,"Oceania",23
2019-04-11,"Americas",65
2019-04-11,"Asia",58
2019-04-11,"Europe",25
2019-04-11,"Oceania",16
2019-04-18,"Africa",2
2019-04-18,"Americas",62
2019-04-18,"Asia",38
2019-04-18,"Europe",4
2019-04-18,"Oceania",18
2019-04-25,"Africa",3
2019-04-25,"Americas",59
2019-04-25,"Asia",27
2019-04-25,"Europe",10
2019-04-25,"Oceania",10
2019-05-02,"Africa",2
2019-05-02,"Americas",44
2019-05-02,"Asia",14
2019-05-02,"Europe",4
2019-05-02,"Oceania",7
2019-05-09,"Africa",1
2019-05-09,"Americas",29
2019-05-09,"Asia",34
2019-05-09,"Europe",6
2019-05-09,"Oceania",7
2019-05-16,"Americas",47
2019-05-16,"Asia",40
2019-05-16,"Europe",3
2019-05-16,"Oceania",8
2019-05-23,"Africa",1
2019-05-23,"Americas",47
2019-05-23,"Asia",18
2019-05-23,"Oceania",13
2019-05-30,"Americas",46
2019-05-30,"Asia",32
2019-05-30,"Europe",4
2019-05-30,"Oceania",5
2019-06-06,"Americas",88
2019-06-06,"Asia",23
2019-06-06,"Europe",2
2019-06-06,"Oceania",7
2019-06-13,"Americas",72
2019-06-13,"Asia",38
2019-06-13,"Europe",3
2019-06-13,"Oceania",4
2019-06-20,"Americas",55
2019-06-20,"Asia",52
2019-06-20,"Europe",3
2019-06-20,"Oceania",8
2019-06-27,"Americas",51
2019-06-27,"Asia",26
2019-06-27,"Oceania",6
2019-07-04,"Africa",1
2019-07-04,"Americas",36
2019-07-04,"Asia",26
2019-07-04,"Europe",1
2019-07-04,"Oceania",6
2019-07-11,"Americas",30
2019-07-11,"Asia",26
2019-07-11,"Europe",4
2019-07-11,"Oceania",4
2019-07-18,"Africa",1
2019-07-18,"Americas",17
2019-07-18,"Asia",29
2019-07-18,"Europe",4
2019-07-18,"Oceania",2
2019-07-25,"Africa",2
2019-07-25,"Americas",17
2019-07-25,"Asia",24
2019-07-25,"Europe",3
2019-07-25,"Oceania",1
2019-08-01,"Africa",1
2019-08-01,"Americas",10
2019-08-01,"Asia",23
2019-08-01,"Europe",2
2019-08-01,"Oceania",9
2019-08-08,"Americas",9
2019-08-08,"Asia",21
2019-08-08,"Europe",1
2019-08-08,"Oceania",2
2019-08-15,"Africa",1
2019-08-15,"Americas",16
2019-08-15,"Asia",17
2019-08-15,"Europe",5
2019-08-15,"Oceania",3
2019-08-22,"Africa",2
2019-08-22,"Americas",20
2019-08-22,"Asia",25
2019-08-22,"Europe",9
2019-08-22,"Oceania",7
2019-08-29,"Americas",16
2019-08-29,"Asia",25
2019-08-29,"Europe",4
2019-08-29,"Oceania",6
2019-09-05,"Africa",2
2019-09-05,"Americas",30
2019-09-05,"Asia",28
2019-09-05,"Europe",3
2019-09-05,"Oceania",5
2019-09-12,"Africa",4
2019-09-12,"Americas",26
2019-09-12,"Asia",20
2019-09-12,"Europe",9
2019-09-12,"Oceania",4
2019-09-19,"Americas",23
2019-09-19,"Asia",24
2019-09-19,"Europe",4
2019-09-19,"Oceania",1
2019-09-26,"Americas",30
2019-09-26,"Asia",25
2019-09-26,"Europe",9
2019-09-26,"Oceania",2
2019-10-03,"Americas",18
2019-10-03,"Asia",38
2019-10-03,"Europe",5
2019-10-03,"Oceania",6
2019-10-10,"Africa",5
2019-10-10,"Americas",32
2019-10-10,"Asia",45
2019-10-10,"Europe",15
2019-10-10,"Oceania",7
2019-10-17,"Africa",5
2019-10-17,"Americas",32
2019-10-17,"Asia",31
2019-10-17,"Europe",16
2019-10-17,"Oceania",3
2019-10-24,"Africa",4
2019-10-24,"Americas",35
2019-10-24,"Asia",48
2019-10-24,"Europe",10
2019-10-24,"Oceania",3
2019-10-31,"Africa",2
2019-10-31,"Americas",37
2019-10-31,"Asia",32
2019-10-31,"Europe",29
2019-10-31,"Oceania",8
2019-11-07,"Africa",5
2019-11-07,"Americas",54
2019-11-07,"Asia",40
2019-11-07,"Europe",27
2019-11-07,"Oceania",3
2019-11-14,"Africa",5
2019-11-14,"Americas",53
2019-11-14,"Asia",57
2019-11-14,"Europe",38
2019-11-14,"Oceania",6
2019-11-21,"Africa",2
2019-11-21,"Americas",96
2019-11-21,"Asia",36
2019-11-21,"Europe",48
2019-11-21,"Oceania",14
2019-11-28,"Africa",2
2019-11-28,"Americas",90
2019-11-28,"Asia",71
2019-11-28,"Europe",67
2019-11-28,"Oceania",22
2019-12-05,"Africa",5
2019-12-05,"Americas",142
2019-12-05,"Asia",97
2019-12-05,"Europe",71
2019-12-05,"Oceania",22
2019-12-12,"Africa",5
2019-12-12,"Americas",148
2019-12-12,"Asia",74
2019-12-12,"Europe",96
2019-12-12,"Oceania",8
2019-12-19,"Africa",5
2019-12-19,"Americas",224
2019-12-19,"Asia",89
2019-12-19,"Europe",94
2019-12-19,"Oceania",8
2019-12-26,"Africa",6
2019-12-26,"Americas",196
2019-12-26,"Asia",68
2019-12-26,"Europe",85
2019-12-26,"Oceania",4
2020-01-02,"Africa",5
2020-01-02,"Americas",200
2020-01-02,"Asia",60
2020-01-02,"Europe",112
2020-01-02,"Oceania",4
